Date,USD,KZT,BYR,UAH,EUR
2003-09,30.52165,0.205904625,0.0144666375,5.6701275,34.850525000000005
2003-10,30.16471304347826,0.20393230434782608,0.01419096086956522,5.595330869565217,35.296326086956526
2003-11,29.807965000000003,0.20273685,0.013920825,5.531036,34.92409
2003-12,29.4337,0.20302857142857142,0.013652304761904762,5.470118095238095,36.13372380952381
2004-01,28.838794999999998,0.20446625000000002,0.01332045,5.349446,36.376999999999995
2004-02,28.51467368421053,0.20493042105263157,0.013207894736842106,5.282057368421053,36.09247894736842
2004-03,28.529261904761906,0.2051977619047619,0.013242142857142855,5.2949,35.01782857142857
2004-04,28.685631818181818,0.2075935,0.013309204545454546,5.3400409090909084,34.446327272727274
2004-05,28.989216666666664,0.2114885,0.013436277777777778,5.418081111111111,34.816788888888894
2004-06,29.02972380952381,0.21285476190476194,0.013451261904761903,5.436036190476191,35.29821904761905
2004-07,29.081926086956518,0.21445321739130435,0.01344875652173913,5.450097826086957,35.67298695652174
2004-08,29.219285714285714,0.21458514285714286,0.01350264761904762,5.470758571428572,35.6283619047619
2004-09,29.22208181818182,0.21579777272727274,0.013476486363636365,5.448548636363636,35.66098636363636
2004-10,29.0703,0.21819963636363635,0.013366627272727274,5.4039981818181815,36.28716363636364
2004-11,28.591185000000003,0.2187894,0.013118010000000001,5.331577,37.07927
2004-12,27.904027272727273,0.21463427272727273,0.012802572727272728,5.169652272727273,37.389568181818184
2005-01,28.00908666666667,0.21523959999999998,0.012872479999999999,5.235846666666667,36.719253333333334
2005-02,27.995394736842105,0.21511047368421055,0.012899605263157895,5.27165,36.380994736842105
2005-03,27.626422727272725,0.21161236363636363,0.012803163636363636,5.254095,36.46970454545454
2005-04,27.810354545454548,0.21168499999999998,0.012903449999999999,5.361296363636364,35.99349090909091
2005-05,27.95137777777778,0.2127055,0.012990538888888889,5.504775555555556,35.48470555555556
2005-06,28.497866666666667,0.2130712857142857,0.013242504761904762,5.627018095238095,34.72522380952381
2005-07,28.69443181818182,0.2115146818181818,0.013336877272727272,5.692992727272727,34.56811363636364
2005-08,28.47980909090909,0.21022168181818185,0.013237031818181817,5.649131818181818,35.01528181818182
2005-09,28.38001363636364,0.21142481818181819,0.013182568181818182,5.593485,34.80833181818182
2005-10,28.563133333333333,0.21347923809523808,0.013271995238095238,5.575348571428572,34.33768571428571
2005-11,28.76257619047619,0.21454233333333333,0.013369385714285713,5.621228095238096,33.95138571428571
2005-12,28.8046,0.21524652173913045,0.01338318695652174,5.671133913043478,34.16165217391304
2006-01,28.228133333333336,0.21237706666666667,0.013112833333333332,5.521007333333333,34.29327333333333
2006-02,28.194605263157893,0.21465931578947367,0.013103578947368421,5.5150694736842105,33.73298421052632
2006-03,27.873772727272726,0.21669754545454545,0.012956299999999999,5.454271818181819,33.491913636363634
2006-04,27.564476190476192,0.2175521428571429,0.012817485714285712,5.410838095238096,33.76735714285714
2006-05,27.052744999999998,0.22091525,0.01259939,5.3731855,34.529695
2006-06,26.98344761904762,0.22538252380952378,0.012585466666666666,5.367528571428571,34.2092619047619
2006-07,26.91582380952381,0.22789895238095237,0.012558009523809525,5.340299523809524,34.155361904761904
2006-08,26.761921739130432,0.217961,0.012488891304347828,5.303387826086956,34.27365652173913
2006-09,26.746340909090907,0.21185481818181817,0.012485577272727272,5.291228181818181,34.087095454545455
2006-10,26.867204761904766,0.2104351904761905,0.012543471428571427,5.306939523809524,33.88909523809524
2006-11,26.617409523809524,0.2081170476190476,0.012429138095238096,5.251847142857143,34.2353
2006-12,26.288154545454542,0.205642,0.012273713636363636,5.2042909090909095,34.72920454545454
2007-01,26.52904375,0.211289,0.0123729875,5.244651875,34.38915
2007-02,26.343289473684212,0.21104652631578946,0.012252800000000001,5.201204736842106,34.40782631578947
2007-03,26.10559545454545,0.2104670909090909,0.012153468181818183,5.156594545454546,34.57291818181818
2007-04,25.83835714285714,0.21186676190476192,0.012028733333333333,5.104995714285714,34.891914285714286
2007-05,25.82405,0.21474555000000004,0.01200822,5.120693,34.90996
2007-06,25.909299999999998,0.21227528571428572,0.012050476190476191,5.135334285714285,34.77530476190476
2007-07,25.540752380952384,0.20920538095238095,0.01188625238095238,5.069685238095238,35.02983333333333
2007-08,25.62369130434783,0.2049395652173913,0.011915008695652174,5.093106521739131,34.89836521739131
2007-09,25.334071428571427,0.20723895238095238,0.0117761,5.035054285714286,35.15853809523809
2007-10,24.896213636363633,0.20599568181818181,0.011565990909090908,4.932098181818182,35.392877272727276
2007-11,24.46509523809524,0.20272538095238093,0.0113503,4.8297,35.911390476190476
2007-12,24.574886363636367,0.2034580909090909,0.011390477272727273,4.8393749999999995,35.78258636363636
2008-01,24.5000625,0.20358225000000002,0.011365,4.811559375,36.0061625
2008-02,24.52733,0.20381944999999999,0.01140499,4.810807,36.123125
2008-03,23.76038,0.19692825,0.01106245,4.6761285,36.791385000000005
2008-04,23.512913636363635,0.19510040909090912,0.010958568181818182,4.683338636363636,37.06348181818182
2008-05,23.719609523809524,0.19674214285714287,0.011091,4.836733333333333,36.91281904761905
2008-06,23.643236842105264,0.19586247368421053,0.011095342105263157,4.940988947368421,36.803973684210526
2008-07,23.347895652173914,0.19405413043478262,0.011010165217391303,5.036792173913043,36.84173913043478
2008-08,24.15333636363636,0.20128104545454548,0.01143156818181818,5.2160031818181825,36.25637727272727
2008-09,25.26993333333333,0.2111178095238095,0.011964538095238095,5.21275238095238,36.34869523809524
2008-10,26.356378260869565,0.21985921739130437,0.012470486956521738,4.798906956521739,35.280669565217394
2008-11,27.3337,0.22754770000000002,0.012872284999999999,4.478858000000001,34.76778
2008-12,28.151272727272726,0.23331654545454544,0.012880099999999998,3.6022399999999997,37.993213636363635
2009-01,32.49225294117647,0.2674294705882353,0.0122935,4.056958823529412,42.851029411764706
2009-02,35.814394736842104,0.24517242105263157,0.012762015789473684,4.391163157894737,45.79152105263158
2009-03,34.657685,0.22981110000000002,0.012180255,4.310816,45.246475
2009-04,33.58326363636364,0.22280277272727272,0.011864954545454545,4.176833181818181,44.27977272727273
2009-05,31.994805000000003,0.2127578,0.011503935,4.124957,43.58301
2009-06,31.058,0.20661944999999998,0.01101302,4.0539915,43.530735
2009-07,31.508152173913043,0.2091595652173913,0.011094204347826087,4.0765965217391305,44.35573043478261
2009-08,31.649661904761906,0.2098882857142857,0.011162742857142856,3.874387142857143,45.094947619047616
2009-09,30.85668636363636,0.20450327272727273,0.011036154545454546,3.6140936363636365,44.87104545454545
2009-10,29.46398695652174,0.19538739130434785,0.010757521739130436,3.5682086956521735,43.64064347826087
2009-11,28.90348947368421,0.1930447894736842,0.010594242105263158,3.5487815789473687,43.12108421052632
2009-12,29.958934782608694,0.20148908695652173,0.010558039130434783,3.743657826086957,43.83621739130435
2010-01,29.83873125,0.2015255625,0.01044516875,3.6889575,42.57379375
2010-02,30.15796842105263,0.2040064210526316,0.010386642105263159,3.7514468421052634,41.30677894736842
2010-03,29.559395238095238,0.20094938095238096,0.009981757142857144,3.705923809523809,40.13002380952381
2010-04,29.193236363636366,0.19900136363636364,0.009821136363636363,3.6730904545454544,39.22971363636364
2010-05,30.43492105263158,0.20750573684210527,0.010184652631578948,3.8321563157894736,38.263473684210524
2010-06,31.174338095238095,0.21197666666666667,0.010342852380952382,3.929454761904762,38.10896666666667
2010-07,30.67911304347826,0.20795904347826086,0.010225760869565217,3.882283043478261,39.07175217391305
2010-08,30.35100476190476,0.20601390476190473,0.01014927619047619,3.846532380952381,39.21346666666667
2010-09,30.811859090909092,0.20906404545454546,0.010190159090909092,3.8899536363636367,40.09299545454545
2010-10,30.322836363636362,0.20546763636363635,0.010099395454545456,3.816268636363637,42.085536363636365
2010-11,30.98664,0.21004815000000002,0.010233164999999999,3.8953,42.32888
2010-12,30.85773043478261,0.20931491304347827,0.010240126086956522,3.872475652173913,40.78209130434783
2011-01,29.99192,0.20403413333333334,0.009950466666666668,3.771485333333333,40.22191333333333
2011-02,29.321147368421055,0.20019594736842106,0.009724315789473683,3.686353157894737,40.01045263157894
2011-03,28.463686363636363,0.19525163636363638,0.009370023684210527,3.579591818181818,39.798913636363636
2011-04,28.084022727272725,0.19304986363636364,0.009212334545454545,3.5237777272727273,40.552468181818185
2011-05,27.934284210526314,0.19192342105263158,0.008173709999999999,3.498974210526316,40.01653684210527
2011-06,27.98714761904762,0.1919722857142857,0.0056204276190476195,3.5035509523809525,40.26329047619048
2011-07,27.912254545454548,0.19128104545454547,0.005614828636363637,3.492457727272727,39.907436363636364
2011-08,28.746490909090912,0.19610663636363637,0.005733185,3.5955013636363637,41.21725909090909
2011-09,30.571731818181817,0.207615,0.005722157272727273,3.8209422727272733,42.19585
2011-10,31.388166666666663,0.2120891904761905,0.004976355238095238,3.9218842857142855,42.921757142857146
2011-11,30.822985714285714,0.20848566666666668,0.0035427709523809525,3.847627619047619,41.86537142857143
2011-12,31.49111739130435,0.2127934347826087,0.003715882173913044,3.927880869565217,41.49423913043478
2012-01,31.2383,0.21047106666666665,0.003722567333333333,3.8878500000000003,40.272166666666664
2012-02,29.885460000000002,0.20156754999999996,0.003595077,3.7239165,39.482235
2012-03,29.33186363636364,0.19845754545454547,0.0036191331818181817,3.6556290909090903,38.78750909090909
2012-04,29.490885714285714,0.19951114285714286,0.003661633333333333,3.6727557142857146,38.81446666666667
2012-05,30.80437,0.20820285000000002,0.0037729419999999996,3.8268164999999996,39.441205000000004
2012-06,32.878366666666665,0.22080961904761903,0.003954020952380953,4.068908095238095,41.21310476190476
2012-07,32.525104761904764,0.2171687142857143,0.003905228571428571,4.022900476190476,40.01689523809524
2012-08,31.956795652173913,0.21368343478260868,0.0038364430434782606,3.9436017391304348,39.57067826086956
